region,ckpt_root,run_id,head,alpha,beta,dropout,thr,k,out_w,best_ep,epochs,seed,test_hot_all,test_mean,test_hot_ext,val_hot_all,val_mean,val_hot_ext,n,n_ext,path
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__patchtst__alpha1__do0.2__bh1.5__pat30,patchtst,1.0,1.5,0.2,38.650001525878906,,,8,38,333,2.0091793537139893,1.4934003353118896,2.6648552417755127,2.3257296085357666,1.618930459022522,1.9448775053024292,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__patchtst__alpha1__do0.2__bh1.5__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__temporalfusion__alpha1__do0.2__bh1__pat30,temporalfusion,1.0,1.0,0.2,38.650001525878906,,,9,39,333,2.089796304702759,1.57162606716156,2.3082053661346436,2.4842541217803955,1.8580068349838257,1.4910916090011597,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__temporalfusion__alpha1__do0.2__bh1__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__patchtst__alpha4__do0__bh1.5__pat30,patchtst,4.0,1.5,0.0,38.650001525878906,,,13,43,333,1.9994406700134277,1.5056792497634888,3.1367149353027344,2.276137113571167,1.5196207761764526,2.6963298320770264,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__patchtst__alpha4__do0__bh1.5__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__temporalfusion__alpha1__do0.1__bh2__pat30,temporalfusion,1.0,2.0,0.1,38.650001525878906,,,11,41,333,2.1408915519714355,1.5798993110656738,2.5005552768707275,2.430250883102417,1.6995208263397217,1.5091813802719116,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__temporalfusion__alpha1__do0.1__bh2__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__lstm__alpha1__do0.2__bh1__pat30,lstm,1.0,1.0,0.2,38.650001525878906,,,87,117,333,2.072047233581543,1.4894282817840576,3.3095178604125977,1.9187088012695312,1.4651992321014404,2.2217671871185303,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__lstm__alpha1__do0.2__bh1__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__patchtst__alpha4__do0.1__bh1.5__pat30,patchtst,4.0,1.5,0.1,38.650001525878906,,,13,43,333,2.1434574127197266,1.5719976425170898,3.9263267517089844,2.1856024265289307,1.4603465795516968,3.150470018386841,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__patchtst__alpha4__do0.1__bh1.5__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__patchtst__alpha2__do0__bh2__pat30,patchtst,2.0,2.0,0.0,38.650001525878906,,,6,36,333,2.0437495708465576,1.5514057874679565,2.917914390563965,2.293440818786621,1.5213942527770996,2.387176275253296,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__patchtst__alpha2__do0__bh2__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__lstm__alpha1__do0.1__bh2__pat30,lstm,1.0,2.0,0.1,38.650001525878906,,,48,78,333,2.1352527141571045,1.5484936237335205,3.3343307971954346,1.9306557178497314,1.4473048448562622,1.7482720613479614,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__lstm__alpha1__do0.1__bh2__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__patchtst__alpha1__do0.1__bh2__pat30,patchtst,1.0,2.0,0.1,38.650001525878906,,,24,54,333,1.9942835569381714,1.4793916940689087,3.7361059188842773,2.2403597831726074,1.5005807876586914,3.546311140060425,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__patchtst__alpha1__do0.1__bh2__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__patchtst__alpha2__do0.1__bh1.5__pat30,patchtst,2.0,1.5,0.1,38.650001525878906,,,6,36,333,2.057699203491211,1.6682384014129639,2.9335145950317383,2.322516918182373,1.5446492433547974,1.8606501817703247,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__patchtst__alpha2__do0.1__bh1.5__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__patchtst__alpha1__do0__bh2__pat30,patchtst,1.0,2.0,0.0,38.650001525878906,,,6,36,333,2.1389801502227783,1.5797972679138184,2.8316009044647217,2.1845054626464844,1.515886902809143,2.190938711166382,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__patchtst__alpha1__do0__bh2__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__temporalfusion__alpha1__do0.2__bh1.5__pat30,temporalfusion,1.0,1.5,0.2,38.650001525878906,,,35,65,333,2.284614324569702,1.690300703048706,3.120098114013672,2.3762800693511963,1.7205073833465576,2.4314749240875244,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__temporalfusion__alpha1__do0.2__bh1.5__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__temporalfusion__alpha4__do0__bh1.5__pat30,temporalfusion,4.0,1.5,0.0,38.650001525878906,,,11,41,333,2.16206431388855,1.656266212463379,3.2527759075164795,2.4466664791107178,1.8509098291397095,1.7057418823242188,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__temporalfusion__alpha4__do0__bh1.5__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__patchtst__alpha1__do0.2__bh1__pat30,patchtst,1.0,1.0,0.2,38.650001525878906,,,24,54,333,2.0372345447540283,1.4654812812805176,3.2736074924468994,2.2458789348602295,1.4948666095733643,2.812202215194702,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__patchtst__alpha1__do0.2__bh1__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__temporalfusion__alpha8__do0__bh1.5__pat30,temporalfusion,8.0,1.5,0.0,38.650001525878906,,,13,43,333,2.08778715133667,1.5340704917907715,2.6630513668060303,2.444152355194092,1.7534282207489014,1.80197274684906,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__temporalfusion__alpha8__do0__bh1.5__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__temporalfusion__alpha4__do0__bh2__pat30,temporalfusion,4.0,2.0,0.0,38.650001525878906,,,15,45,333,2.158656120300293,1.6216999292373657,3.771613359451294,2.303504705429077,1.703277349472046,2.7487170696258545,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__temporalfusion__alpha4__do0__bh2__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__temporalfusion__alpha8__do0__bh1__pat30,temporalfusion,8.0,1.0,0.0,38.650001525878906,,,19,49,333,1.999045968055725,1.5651886463165283,3.0367591381073,2.2645251750946045,1.746288776397705,2.032555341720581,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__temporalfusion__alpha8__do0__bh1__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__temporalfusion__alpha8__do0__bh2__pat30,temporalfusion,8.0,2.0,0.0,38.650001525878906,,,29,59,333,2.1451315879821777,1.6130270957946777,3.50976824760437,2.4362246990203857,1.712554693222046,2.2581942081451416,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__temporalfusion__alpha8__do0__bh2__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__temporalfusion__alpha4__do0.2__bh1.5__pat30,temporalfusion,4.0,1.5,0.2,38.650001525878906,,,5,35,333,2.3457460403442383,1.6520905494689941,2.5726451873779297,2.825181245803833,2.015258550643921,1.5188097953796387,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__temporalfusion__alpha4__do0.2__bh1.5__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__patchtst__alpha2__do0__bh1.5__pat30,patchtst,2.0,1.5,0.0,38.650001525878906,,,21,51,333,1.9648277759552002,1.4584662914276123,3.4493281841278076,2.2225449085235596,1.466217279434204,2.7664220333099365,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__patchtst__alpha2__do0__bh1.5__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__temporalfusion__alpha4__do0__bh1__pat30,temporalfusion,4.0,1.0,0.0,38.650001525878906,,,4,34,333,2.3016653060913086,1.6527596712112427,2.007378578186035,2.7414119243621826,1.7979695796966553,1.9691118001937866,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__temporalfusion__alpha4__do0__bh1__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__patchtst__alpha1__do0.2__bh2__pat30,patchtst,1.0,2.0,0.2,38.650001525878906,,,15,45,333,2.209537982940674,1.622178077697754,3.2891857624053955,2.2507851123809814,1.46466064453125,2.1496355533599854,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__patchtst__alpha1__do0.2__bh2__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__patchtst__alpha1__do0__bh1__pat30,patchtst,1.0,1.0,0.0,38.650001525878906,,,5,35,333,1.9650847911834717,1.5236750841140747,3.2555172443389893,2.388829469680786,1.5449517965316772,3.075978994369507,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__patchtst__alpha1__do0__bh1__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__patchtst__alpha1__do0.1__bh1__pat30,patchtst,1.0,1.0,0.1,38.650001525878906,,,3,33,333,2.106072187423706,1.5771127939224243,2.6174936294555664,2.303715944290161,1.6872889995574951,2.548811912536621,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__patchtst__alpha1__do0.1__bh1__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__lstm__alpha1__do0.1__bh1__pat30,lstm,1.0,1.0,0.1,38.650001525878906,,,30,60,333,2.1474764347076416,1.5308221578598022,3.3617541790008545,2.0139050483703613,1.53877854347229,2.0803611278533936,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__lstm__alpha1__do0.1__bh1__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__lstm__alpha1__do0.1__bh1.5__pat30,lstm,1.0,1.5,0.1,38.650001525878906,,,21,51,333,2.0559277534484863,1.5405216217041016,3.287813425064087,2.2003774642944336,1.5446751117706299,2.2431206703186035,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__lstm__alpha1__do0.1__bh1.5__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__temporalfusion__alpha2__do0__bh1.5__pat30,temporalfusion,2.0,1.5,0.0,38.650001525878906,,,4,34,333,2.269038438796997,1.5491644144058228,1.8841809034347534,2.6564793586730957,1.792567491531372,1.3444486856460571,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__temporalfusion__alpha2__do0__bh1.5__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__patchtst__alpha2__do0__bh1__pat30,patchtst,2.0,1.0,0.0,38.650001525878906,,,6,36,333,2.0181167125701904,1.509684443473816,3.1600990295410156,2.3528690338134766,1.5353118181228638,2.7132346630096436,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__patchtst__alpha2__do0__bh1__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__lstm__alpha1__do0.2__bh2__pat30,lstm,1.0,2.0,0.2,38.650001525878906,,,12,42,333,2.1501688957214355,1.5379527807235718,2.650286912918091,2.6043756008148193,1.8607107400894165,1.3198484182357788,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__lstm__alpha1__do0.2__bh2__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__temporalfusion__alpha1__do0.1__bh1__pat30,temporalfusion,1.0,1.0,0.1,38.650001525878906,,,32,62,333,2.0387520790100098,1.533215880393982,2.709934949874878,2.2982985973358154,1.6761170625686646,2.5596795082092285,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__temporalfusion__alpha1__do0.1__bh1__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__lstm__alpha2__do0__bh1.5__pat30,lstm,2.0,1.5,0.0,38.650001525878906,,,14,44,333,2.304326057434082,1.6812320947647095,3.6446495056152344,2.1798512935638428,1.6149533987045288,2.3983683586120605,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__lstm__alpha2__do0__bh1.5__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__temporalfusion__alpha2__do0.2__bh1.5__pat30,temporalfusion,2.0,1.5,0.2,38.650001525878906,,,4,34,333,2.326038360595703,1.6931592226028442,1.9936405420303345,2.724278211593628,1.9156839847564697,1.5672651529312134,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__temporalfusion__alpha2__do0.2__bh1.5__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__temporalfusion__alpha1__do0.2__bh2__pat30,temporalfusion,1.0,2.0,0.2,38.650001525878906,,,8,38,333,2.058509588241577,1.5610973834991455,2.4246938228607178,2.311707019805908,1.725287675857544,2.062713861465454,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__temporalfusion__alpha1__do0.2__bh2__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__patchtst__alpha1__do0.1__bh1.5__pat30,patchtst,1.0,1.5,0.1,38.650001525878906,,,6,36,333,2.2728404998779297,1.649638056755066,2.678980588912964,2.453986644744873,1.6904760599136353,1.1345018148422241,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__patchtst__alpha1__do0.1__bh1.5__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__temporalfusion__alpha8__do0.1__bh1__pat30,temporalfusion,8.0,1.0,0.1,38.650001525878906,,,1,31,333,2.5325567722320557,1.8572200536727905,1.819553017616272,2.503183603286743,1.8712581396102905,1.636612892150879,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__temporalfusion__alpha8__do0.1__bh1__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__patchtst__alpha2__do0.2__bh1__pat30,patchtst,2.0,1.0,0.2,38.650001525878906,,,15,45,333,2.065325975418091,1.5544183254241943,3.0579535961151123,2.4286084175109863,1.5503066778182983,2.450345277786255,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__patchtst__alpha2__do0.2__bh1__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__temporalfusion__alpha1__do0__bh1__pat30,temporalfusion,1.0,1.0,0.0,38.650001525878906,,,9,39,333,2.02378249168396,1.5893253087997437,2.7263243198394775,2.4247305393218994,1.7067590951919556,1.9793859720230103,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__temporalfusion__alpha1__do0__bh1__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__lstm__alpha2__do0__bh1__pat30,lstm,2.0,1.0,0.0,38.650001525878906,,,7,37,333,2.0725038051605225,1.6557334661483765,2.417131185531616,2.445566415786743,1.8502593040466309,1.5417141914367676,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__lstm__alpha2__do0__bh1__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__patchtst__alpha2__do0.1__bh2__pat30,patchtst,2.0,2.0,0.1,38.650001525878906,,,13,43,333,2.11100435256958,1.567018985748291,3.2766311168670654,2.3065338134765625,1.4990284442901611,2.5639851093292236,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__patchtst__alpha2__do0.1__bh2__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__temporalfusion__alpha4__do0.2__bh2__pat30,temporalfusion,4.0,2.0,0.2,38.650001525878906,,,11,41,333,2.020176410675049,1.548418641090393,2.884153127670288,2.1912577152252197,1.6323376893997192,2.07378888130188,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__temporalfusion__alpha4__do0.2__bh2__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__patchtst__alpha4__do0__bh1__pat30,patchtst,4.0,1.0,0.0,38.650001525878906,,,9,39,333,2.0174758434295654,1.4887802600860596,3.8050339221954346,2.2490270137786865,1.5343093872070312,3.1848220825195312,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__patchtst__alpha4__do0__bh1__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__temporalfusion__alpha4__do0.1__bh1__pat30,temporalfusion,4.0,1.0,0.1,38.650001525878906,,,4,34,333,2.0818092823028564,1.5970048904418945,2.7707278728485107,2.414076328277588,1.7275447845458984,2.4682419300079346,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__temporalfusion__alpha4__do0.1__bh1__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__temporalfusion__alpha2__do0.1__bh2__pat30,temporalfusion,2.0,2.0,0.1,38.650001525878906,,,4,34,333,2.0389044284820557,1.5060726404190063,2.2736918926239014,2.4847841262817383,1.7292284965515137,1.621443271636963,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__temporalfusion__alpha2__do0.1__bh2__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__patchtst__alpha2__do0.2__bh1.5__pat30,patchtst,2.0,1.5,0.2,38.650001525878906,,,13,43,333,2.004854679107666,1.5018984079360962,3.546332597732544,2.3589212894439697,1.5435571670532227,2.678367853164673,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__patchtst__alpha2__do0.2__bh1.5__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__temporalfusion__alpha2__do0.2__bh1__pat30,temporalfusion,2.0,1.0,0.2,38.650001525878906,,,4,34,333,2.323246955871582,1.6900947093963623,2.1551034450531006,2.7257649898529053,1.8471004962921143,1.9185153245925903,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__temporalfusion__alpha2__do0.2__bh1__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__temporalfusion__alpha1__do0.1__bh1.5__pat30,temporalfusion,1.0,1.5,0.1,38.650001525878906,,,13,43,333,2.152141571044922,1.5931577682495117,2.965250253677368,2.2940049171447754,1.6512422561645508,2.1619815826416016,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__temporalfusion__alpha1__do0.1__bh1.5__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__patchtst__alpha4__do0.1__bh1__pat30,patchtst,4.0,1.0,0.1,38.650001525878906,,,13,43,333,2.110781192779541,1.542557954788208,2.946382522583008,2.1674916744232178,1.4536893367767334,2.3058245182037354,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__patchtst__alpha4__do0.1__bh1__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__lstm__alpha1__do0__bh1__pat30,lstm,1.0,1.0,0.0,38.650001525878906,,,45,75,333,2.042755603790283,1.5309233665466309,3.8879311084747314,2.0975000858306885,1.439586877822876,2.5000154972076416,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__lstm__alpha1__do0__bh1__pat30/meta.json
Center,grid_ckpts_bigexp_raw_v3,BIGEXP_raw_v3__temporalfusion__alpha2__do0__bh1__pat30,temporalfusion,2.0,1.0,0.0,38.650001525878906,,,10,40,333,2.1191649436950684,1.6104991436004639,2.7039546966552734,2.30889630317688,1.706247329711914,2.665102481842041,238,24,Cluster Center/grid_ckpts_bigexp_raw_v3/BIGEXP_raw_v3__temporalfusion__alpha2__do0__bh1__pat30/meta.json
Center,grid_ckpts_FINAL_patiance_50,BIGEXP_raw_v3__lstm__alpha2__do0.1__bh1__pat50,lstm,2.0,1.0,0.1,38.650001525878906,,,54,104,333,2.3785667419433594,1.66676926612854,4.975967884063721,2.3566348552703857,1.67951238155365,3.6387779712677,238,24,Cluster Center/grid_ckpts_FINAL_patiance_50/BIGEXP_raw_v3__lstm__alpha2__do0.1__bh1__pat50/meta.json
Center,grid_ckpts_FINAL_patiance_50,BIGEXP_raw_v3__lstm__alpha1__do0.1__bh1.5__pat50,lstm,1.0,1.5,0.1,38.650001525878906,,,7,57,333,2.4394690990448,1.692420244216919,2.734231948852539,2.8220086097717285,1.802333116531372,2.0664706230163574,238,24,Cluster Center/grid_ckpts_FINAL_patiance_50/BIGEXP_raw_v3__lstm__alpha1__do0.1__bh1.5__pat50/meta.json
Center,grid_ckpts_FINAL_patiance_50,BIGEXP_raw_v3__temporalfusion__alpha2__do0.1__bh1__pat50,temporalfusion,2.0,1.0,0.1,38.650001525878906,,,4,54,333,2.135439157485962,1.6204686164855957,2.117459535598755,2.634011745452881,1.9909305572509766,1.6357249021530151,238,24,Cluster Center/grid_ckpts_FINAL_patiance_50/BIGEXP_raw_v3__temporalfusion__alpha2__do0.1__bh1__pat50/meta.json
Center,grid_ckpts_FINAL_patiance_50,BIGEXP_raw_v3__temporalfusion__alpha1__do0.1__bh1.5__pat50,temporalfusion,1.0,1.5,0.1,38.650001525878906,,,4,54,333,2.0749459266662598,1.544242024421692,2.384073257446289,2.391106605529785,1.665724277496338,1.989535927772522,238,24,Cluster Center/grid_ckpts_FINAL_patiance_50/BIGEXP_raw_v3__temporalfusion__alpha1__do0.1__bh1.5__pat50/meta.json
Center,grid_ckpts_FINAL_patiance_50,BIGEXP_raw_v3__temporalfusion__alpha2__do0.1__bh1.5__pat50,temporalfusion,2.0,1.5,0.1,38.650001525878906,,,4,54,333,2.245039939880371,1.603113055229187,2.3416571617126465,2.5215227603912354,1.6933534145355225,1.7450841665267944,238,24,Cluster Center/grid_ckpts_FINAL_patiance_50/BIGEXP_raw_v3__temporalfusion__alpha2__do0.1__bh1.5__pat50/meta.json
Center,grid_ckpts_FINAL_patiance_50,BIGEXP_raw_v3__lstm__alpha1__do0.1__bh1__pat50,lstm,1.0,1.0,0.1,38.650001525878906,,,13,63,333,2.329050302505493,1.6908916234970093,4.580710411071777,2.3752214908599854,1.6229652166366577,3.5028114318847656,238,24,Cluster Center/grid_ckpts_FINAL_patiance_50/BIGEXP_raw_v3__lstm__alpha1__do0.1__bh1__pat50/meta.json
Center,grid_ckpts_FINAL_patiance_50,BIGEXP_raw_v3__temporalfusion__alpha1__do0.1__bh1__pat50,temporalfusion,1.0,1.0,0.1,38.650001525878906,,,12,62,333,2.3527534008026123,1.7237567901611328,2.940603256225586,2.527357816696167,1.854003667831421,1.6063672304153442,238,24,Cluster Center/grid_ckpts_FINAL_patiance_50/BIGEXP_raw_v3__temporalfusion__alpha1__do0.1__bh1__pat50/meta.json
Center,grid_ckpts_FINAL_patiance_50,BIGEXP_raw_v3__lstm__alpha2__do0.1__bh1.5__pat50,lstm,2.0,1.5,0.1,38.650001525878906,,,21,71,333,2.368584156036377,1.7821815013885498,4.623220920562744,2.363495111465454,1.6555458307266235,2.346200704574585,238,24,Cluster Center/grid_ckpts_FINAL_patiance_50/BIGEXP_raw_v3__lstm__alpha2__do0.1__bh1.5__pat50/meta.json
Center,grid_ckpts_FINAL_v3,BIGEXP_raw_v3__lstm__alpha1__do0.3__bh1.5__pat30,lstm,1.0,1.5,0.3,38.650001525878906,,,7,37,333,2.3981969356536865,1.7474801540374756,2.9370696544647217,2.442073345184326,1.7080422639846802,2.02805495262146,238,24,Cluster Center/grid_ckpts_FINAL_v3/BIGEXP_raw_v3__lstm__alpha1__do0.3__bh1.5__pat30/meta.json
Center,grid_ckpts_FINAL_v3,BIGEXP_raw_v3__temporalfusion__alpha2__do0.3__bh1.5__pat30,temporalfusion,2.0,1.5,0.3,38.650001525878906,,,7,37,333,2.1242878437042236,1.6996294260025024,2.686809778213501,2.610102653503418,1.8926153182983398,2.0018844604492188,238,24,Cluster Center/grid_ckpts_FINAL_v3/BIGEXP_raw_v3__temporalfusion__alpha2__do0.3__bh1.5__pat30/meta.json
Center,grid_ckpts_FINAL_v3,BIGEXP_raw_v3__lstm__alpha2__do0.3__bh1__pat30,lstm,2.0,1.0,0.3,38.650001525878906,,,10,40,333,2.379080057144165,1.6987864971160889,3.9638149738311768,2.354964256286621,1.6600528955459595,2.6932499408721924,238,24,Cluster Center/grid_ckpts_FINAL_v3/BIGEXP_raw_v3__lstm__alpha2__do0.3__bh1__pat30/meta.json
Center,grid_ckpts_FINAL_v3,BIGEXP_raw_v3__temporalfusion__alpha2__do0.3__bh1__pat30,temporalfusion,2.0,1.0,0.3,38.650001525878906,,,24,54,333,2.3773696422576904,1.8019620180130005,3.0058975219726562,2.356339931488037,1.667271614074707,2.5335333347320557,238,24,Cluster Center/grid_ckpts_FINAL_v3/BIGEXP_raw_v3__temporalfusion__alpha2__do0.3__bh1__pat30/meta.json
Center,grid_ckpts_FINAL_v3,BIGEXP_raw_v3__lstm__alpha1__do0.3__bh1__pat30,lstm,1.0,1.0,0.3,38.650001525878906,,,11,41,333,2.2473878860473633,1.6469275951385498,4.0962395668029785,2.506059169769287,1.7312140464782715,3.095991849899292,238,24,Cluster Center/grid_ckpts_FINAL_v3/BIGEXP_raw_v3__lstm__alpha1__do0.3__bh1__pat30/meta.json
Center,grid_ckpts_FINAL_v3,BIGEXP_raw_v3__temporalfusion__alpha1__do0.3__bh1.5__pat30,temporalfusion,1.0,1.5,0.3,38.650001525878906,,,18,48,333,2.2122504711151123,1.6174986362457275,3.3078792095184326,2.4250566959381104,1.6716455221176147,2.5737879276275635,238,24,Cluster Center/grid_ckpts_FINAL_v3/BIGEXP_raw_v3__temporalfusion__alpha1__do0.3__bh1.5__pat30/meta.json
Center,grid_ckpts_FINAL_v3,BIGEXP_raw_v3__lstm__alpha2__do0.3__bh1.5__pat30,lstm,2.0,1.5,0.3,38.650001525878906,,,23,53,333,2.3348121643066406,1.6962352991104126,3.981877088546753,2.4421868324279785,1.7033300399780273,2.8955867290496826,238,24,Cluster Center/grid_ckpts_FINAL_v3/BIGEXP_raw_v3__lstm__alpha2__do0.3__bh1.5__pat30/meta.json
