tag,pred_m1_hot,pred_m1_p3,pred_m1_p7,pred_m1_p15,fc_d1,fc_d2,fc_d3,fc_d4,fc_d5,fc_d6,fc_d7,fc_d8,fc_d9,fc_d10,fc_d11,fc_d12,fc_d13,fc_d14,fc_d15,fc_d16,fc_d17,fc_d18,fc_d19,fc_d20,fc_d21,fc_d22,fc_d23,fc_d24,fc_d25,fc_d26,fc_d27,fc_d28,fc_d29,fc_d30,pred_point,true_m1_hot,true_m1_p3,true_m1_p7,true_m1_p15,split
2021-06-14,32.201236724853516,31.973302841186523,31.82060432434082,31.28000831604004,29.755578994750977,29.846769332885742,29.973417282104492,30.06473159790039,30.168121337890625,30.329004287719727,30.558818817138672,30.696760177612305,30.82421112060547,30.891769409179688,30.92180061340332,31.016733169555664,31.05950164794922,31.076446533203125,31.19032096862793,31.28000831604004,31.31380271911621,31.420684814453125,31.44934844970703,31.552621841430664,31.657398223876953,31.763456344604492,31.810441970825195,31.82060432434082,31.852327346801758,31.90077018737793,31.925960540771484,31.973302841186523,32.07178497314453,32.201236724853516,2021-06-13,34.050000000000004,33.733333333333334,33.349999999999994,31.941666666666663,test
2021-06-21,32.27909851074219,32.172000885009766,31.961101531982422,31.379064559936523,29.566913604736328,29.839216232299805,30.0789794921875,30.278236389160156,30.40443992614746,30.514554977416992,30.667320251464844,30.71073341369629,30.783653259277344,30.819610595703125,30.855989456176758,30.969276428222656,31.06250762939453,31.136751174926758,31.27552032470703,31.379064559936523,31.407482147216797,31.489091873168945,31.54128074645996,31.64203643798828,31.723066329956055,31.84117889404297,31.891746520996094,31.961101531982422,32.01920700073242,32.08013153076172,32.121246337890625,32.172000885009766,32.205970764160156,32.27909851074219,2021-06-20,34.07500000000001,33.84166666666667,33.550000000000004,32.38333333333333,test
2021-06-28,32.646820068359375,32.592044830322266,32.52447509765625,32.12163162231445,32.602909088134766,32.12163162231445,31.783523559570312,31.620317459106445,31.552932739257812,31.579021453857422,31.706193923950195,31.712244033813477,31.746810913085938,31.736120223999023,31.72881317138672,31.75684356689453,31.832212448120117,31.90029525756836,31.994281768798828,32.04961395263672,32.108428955078125,32.197452545166016,32.229305267333984,32.34527587890625,32.410255432128906,32.4925422668457,32.54116439819336,32.550880432128906,32.52447509765625,32.498046875,32.498374938964844,32.572776794433594,32.592044830322266,32.646820068359375,2021-06-27,34.07500000000001,33.84166666666667,33.550000000000004,32.733333333333334,test
2021-07-01,32.87206268310547,32.801246643066406,32.755916595458984,32.468929290771484,32.87206268310547,32.424617767333984,32.206424713134766,32.13193893432617,32.10230255126953,32.07445526123047,32.04684066772461,31.960681915283203,31.975128173828125,31.994810104370117,32.056766510009766,32.146053314208984,32.21320724487305,32.25592803955078,32.31595230102539,32.39237594604492,32.468929290771484,32.56105041503906,32.61449432373047,32.72222137451172,32.709754943847656,32.69013595581055,32.68659973144531,32.70161819458008,32.755916595458984,32.78868103027344,32.801246643066406,32.806758880615234,32.7823371887207,32.79817199707031,2021-06-30,34.07500000000001,33.84166666666667,33.541666666666664,32.733333333333334,test
2021-07-07,32.786598205566406,32.7680778503418,32.74872970581055,32.535064697265625,31.40521812438965,31.525829315185547,31.670413970947266,31.815147399902344,31.886966705322266,31.952899932861328,32.00908660888672,32.04777526855469,32.09927749633789,32.163307189941406,32.23954772949219,32.32207489013672,32.3982048034668,32.429630279541016,32.47466278076172,32.535064697265625,32.536407470703125,32.5975227355957,32.642539978027344,32.720550537109375,32.756317138671875,32.7680778503418,32.71497344970703,32.69892883300781,32.689884185791016,32.74872970581055,32.758426666259766,32.77495193481445,32.76104736328125,32.786598205566406,2021-07-06,37.40833333333334,35.64166666666667,34.07500000000001,32.9,test
2021-07-14,33.05392837524414,33.04498291015625,32.984771728515625,32.861881256103516,32.3272705078125,32.300350189208984,32.30609130859375,32.370052337646484,32.456668853759766,32.558433532714844,32.618350982666016,32.62618637084961,32.636112213134766,32.63534927368164,32.668792724609375,32.74724578857422,32.855735778808594,32.878814697265625,32.861881256103516,32.84674072265625,32.836124420166016,32.87049102783203,32.879756927490234,33.005889892578125,32.984771728515625,32.97260665893555,32.92155075073242,32.92902374267578,32.94401168823242,33.008697509765625,33.045326232910156,33.05392837524414,33.02405548095703,33.04498291015625,2021-07-13,37.59166666666667,37.15,34.38333333333333,33.550000000000004,test
2021-07-21,33.36621856689453,33.35880661010742,33.32681655883789,33.216060638427734,33.1509895324707,33.01808166503906,32.96318817138672,32.990135192871094,33.04169464111328,33.05434036254883,33.11970901489258,33.093994140625,33.060523986816406,33.0400276184082,33.05987548828125,33.0958251953125,33.215843200683594,33.224510192871094,33.20404815673828,33.216060638427734,33.19612503051758,33.22167205810547,33.260528564453125,33.36621856689453,33.319580078125,33.36373519897461,33.35600662231445,33.35880661010742,33.32118225097656,33.32966613769531,33.34126281738281,33.32681655883789,33.29135513305664,33.250823974609375,2021-07-20,37.59166666666667,37.15,34.574999999999996,33.6,test
2021-07-28,33.26651382446289,33.18928146362305,33.1671028137207,33.07323455810547,32.81597137451172,32.78785705566406,32.79677200317383,32.87583923339844,32.9334831237793,32.93755340576172,32.997703552246094,32.93992614746094,32.9318733215332,32.96199035644531,33.035579681396484,33.098846435546875,33.1671028137207,33.18928146362305,33.15932846069336,33.1597785949707,33.12157440185547,33.17550277709961,33.19004821777344,33.26651382446289,33.18397903442383,33.1718635559082,33.09626388549805,33.07323455810547,33.037296295166016,33.096153259277344,33.08806610107422,33.06748580932617,33.0169563293457,32.958091735839844,2021-07-27,37.59166666666667,37.15,34.574999999999996,33.6,test
2021-08-01,33.99941635131836,33.547794342041016,33.3802490234375,33.32549285888672,33.99941635131836,33.77495574951172,33.547794342041016,33.43037033081055,33.34785079956055,33.284881591796875,33.327579498291016,33.326499938964844,33.3802490234375,33.393245697021484,33.36982345581055,33.31698989868164,33.312705993652344,33.33866882324219,33.360015869140625,33.388031005859375,33.34148406982422,33.32549285888672,33.21971130371094,33.2569694519043,33.168861389160156,33.22239685058594,33.25075149536133,33.24983215332031,33.143028259277344,33.13092803955078,33.028717041015625,33.0074348449707,33.05296325683594,33.10915756225586,2021-07-31,37.59166666666667,37.15,34.574999999999996,33.708333333333336,test
2021-08-07,36.49158477783203,35.19246292114258,34.07936477661133,33.72163772583008,36.49158477783203,35.75290298461914,35.19246292114258,34.80119323730469,34.48090362548828,34.194664001464844,34.07936477661133,33.99116516113281,33.94110107421875,33.893463134765625,33.86915969848633,33.78340530395508,33.69844055175781,33.658416748046875,33.64689254760742,33.68693923950195,33.72231674194336,33.72163772583008,33.69507598876953,33.67291259765625,33.5730094909668,33.60371780395508,33.67195129394531,33.77439880371094,33.71805191040039,33.663578033447266,33.58800506591797,33.52967071533203,33.481224060058594,33.48164367675781,2021-08-06,37.15,34.38333333333333,33.891666666666666,33.25833333333333,test
