tag,pred_m1_hot,pred_m1_p3,pred_m1_p7,pred_m1_p15,pred_point,true_m1_hot,true_m1_p3,true_m1_p7,true_m1_p15,split
2021-06-14,19.459392547607422,19.663373947143555,20.07492446899414,20.957090377807617,2021-06-13,18.25,18.39166666666667,18.983333333333334,20.966666666666665,test
2021-06-21,19.26063346862793,19.94607925415039,20.331392288208008,21.124324798583984,2021-06-20,18.25,19.783333333333335,20.583333333333332,21.674999999999997,test
2021-06-28,20.785741806030273,21.07863998413086,21.26926612854004,21.789897918701172,2021-06-27,20.583333333333332,21.10833333333333,21.649999999999995,22.825,test
2021-07-01,21.38360595703125,21.461620330810547,21.624588012695312,22.040653228759766,2021-06-30,20.583333333333332,21.258333333333336,22.075,23.025000000000002,test
2021-07-07,21.72547149658203,21.819908142089844,22.051902770996094,22.432966232299805,2021-07-06,20.583333333333332,21.258333333333336,21.633333333333336,22.849999999999998,test
2021-07-14,22.158117294311523,22.305133819580078,22.40100860595703,23.006431579589844,2021-07-13,21.258333333333336,21.599999999999994,22.791666666666668,23.216666666666665,test
2021-07-21,23.020963668823242,23.03339385986328,23.191524505615234,23.290592193603516,2021-07-20,21.483333333333334,21.633333333333336,22.941666666666666,23.36666666666667,test
2021-07-28,23.266132354736328,23.398900985717773,23.48782730102539,23.547998428344727,2021-07-27,21.383333333333336,21.599999999999994,22.299999999999997,23.24166666666667,test
2021-08-01,23.256839752197266,23.273853302001953,23.34689712524414,23.44403648376465,2021-07-31,21.383333333333336,21.599999999999994,22.299999999999997,23.275000000000002,test
2021-08-07,22.831880569458008,23.02274513244629,23.097625732421875,23.308074951171875,2021-08-06,21.383333333333336,21.816666666666666,22.741666666666664,23.366666666666664,test
2021-08-14,23.0037784576416,23.203615188598633,23.359333038330078,23.497638702392578,2021-08-13,20.85833333333333,21.383333333333336,22.141666666666666,22.85833333333333,test
2021-08-21,22.28340721130371,22.56630516052246,22.608211517333984,22.815677642822266,2021-08-20,20.066666666666663,20.23333333333333,21.383333333333336,22.59166666666667,test
2021-08-28,22.174591064453125,22.46953773498535,22.56430435180664,22.90345001220703,2021-08-27,17.93333333333333,20.066666666666663,20.758333333333333,21.900000000000002,test
2021-09-01,21.66450309753418,21.952383041381836,22.354223251342773,22.77068328857422,2021-08-31,17.93333333333333,19.333333333333332,20.23333333333333,21.475000000000005,test
2021-09-07,21.039260864257812,21.3453426361084,21.50039291381836,22.517860412597656,2021-09-06,17.93333333333333,18.825,19.7,20.758333333333333,test
2021-09-14,20.03452491760254,20.114154815673828,20.530481338500977,21.630090713500977,2021-09-13,17.308333333333334,17.93333333333333,18.825,20.158333333333335,test
2021-09-21,19.63810157775879,19.69809913635254,19.7564697265625,20.473712921142578,2021-09-20,17.308333333333334,17.775,18.016666666666666,19.333333333333332,test
2021-09-28,18.089311599731445,18.30318832397461,19.223176956176758,19.712308883666992,2021-09-27,16.308333333333334,16.533333333333335,17.425,18.55,test
2021-10-01,17.514793395996094,17.97315788269043,18.32308006286621,19.274131774902344,2021-09-30,15.908333333333333,16.400000000000002,17.425,18.133333333333333,test
2021-10-07,16.495092391967773,16.602781295776367,17.08828353881836,18.451047897338867,2021-10-06,15.272727272727273,16.308333333333334,16.709090909090907,17.975,test
2021-10-14,15.965693473815918,16.192113876342773,16.611230850219727,17.378507614135742,2021-10-13,12.100000000000001,14.850000000000001,15.772727272727275,16.974999999999998,test
2021-10-21,14.495376586914062,14.976678848266602,15.685538291931152,16.193540573120117,2021-10-20,12.100000000000001,14.850000000000001,15.558333333333332,16.525000000000002,test
2021-10-28,13.134265899658203,13.585819244384766,14.228368759155273,15.696457862854004,2021-10-27,12.100000000000001,12.858333333333333,13.241666666666665,15.641666666666664,test
2021-11-01,13.094446182250977,13.219624519348145,13.805265426635742,15.411527633666992,2021-10-31,12.100000000000001,12.525,13.216666666666667,15.272727272727273,test
2021-11-07,12.608513832092285,12.810675621032715,13.200550079345703,14.230147361755371,2021-11-06,10.908333333333331,11.800000000000002,12.858333333333333,13.833333333333334,test
2021-11-14,12.199201583862305,12.262481689453125,12.347082138061523,13.221521377563477,2021-11-13,10.808333333333332,11.641666666666667,11.983333333333334,13.216666666666667,test
2021-11-21,11.445408821105957,11.591739654541016,12.020180702209473,12.37468147277832,2021-11-20,9.516666666666667,10.391666666666667,11.350000000000001,12.525,test
2021-11-28,10.131464004516602,10.365306854248047,10.98234748840332,12.01014518737793,2021-11-27,6.575,8.175,10.391666666666667,11.641666666666667,test
2021-12-01,10.435186386108398,10.494342803955078,11.369653701782227,12.229418754577637,2021-11-30,6.575,8.175,9.516666666666667,11.233333333333334,test
2021-12-07,10.011466979980469,10.132377624511719,10.255196571350098,10.913986206054688,2021-12-06,6.575,8.175,9.316666666666665,11.066666666666665,test
2021-12-14,9.376514434814453,9.593084335327148,9.985176086425781,10.349998474121094,2021-12-13,6.575,7.749999999999999,8.549999999999999,9.850000000000001,test
2021-12-21,9.031400680541992,9.168498992919922,9.248337745666504,9.883502006530762,2021-12-20,2.9250000000000007,6.341666666666666,8.158333333333333,9.125000000000002,test
2021-12-28,8.787368774414062,8.886940002441406,8.994497299194336,9.169715881347656,2021-12-27,2.9250000000000007,4.191666666666666,6.208333333333333,8.549999999999999,test
2022-01-01,9.011204719543457,9.027132034301758,9.117206573486328,9.323976516723633,2021-12-31,2.9250000000000007,4.191666666666666,5.616666666666667,7.883333333333334,test
2022-01-07,8.630268096923828,8.70641803741455,8.810205459594727,9.045536041259766,2022-01-06,2.9250000000000007,4.191666666666666,5.616666666666667,7.558333333333334,test
2022-01-14,8.273213386535645,8.314477920532227,8.930068969726562,9.00014877319336,2022-01-13,2.9250000000000007,4.191666666666666,5.616666666666667,7.433333333333333,test
2022-01-21,6.867321968078613,7.796967506408691,7.92540168762207,8.186755180358887,2022-01-20,4.191666666666666,5.2749999999999995,6.208333333333333,7.6499999999999995,test
2022-01-28,6.623000144958496,7.708737373352051,7.817668914794922,7.998052597045898,2022-01-27,5.533333333333334,6.741666666666666,7.241666666666666,9.016666666666667,test
2022-02-01,7.428335189819336,7.655099868774414,7.745095252990723,8.021062850952148,2022-01-31,5.866666666666667,6.791666666666665,7.6499999999999995,9.091666666666669,test
2022-02-07,7.6467485427856445,7.6817626953125,7.746635437011719,8.315966606140137,2022-02-06,5.866666666666667,7.158333333333334,7.841666666666665,9.516666666666667,test
2022-02-14,6.963963508605957,7.206151962280273,7.9329328536987305,8.911617279052734,2022-02-13,4.7250000000000005,7.158333333333334,7.841666666666665,9.725,test
2022-02-21,8.795517921447754,8.81582260131836,8.940521240234375,9.39462661743164,2022-02-20,3.625,4.7250000000000005,7.383333333333334,8.583333333333334,test
2022-02-28,8.262097358703613,9.016891479492188,9.149639129638672,9.993950843811035,2022-02-27,3.625,4.7250000000000005,6.233333333333333,7.841666666666665,test
2022-03-01,8.241789817810059,8.84219741821289,9.174860000610352,9.891355514526367,2022-02-28,3.625,4.7250000000000005,6.233333333333333,7.841666666666668,test
2022-03-07,9.477514266967773,9.521787643432617,9.753859519958496,10.583932876586914,2022-03-06,3.625,4.7250000000000005,6.233333333333333,7.875000000000001,test
2022-03-14,7.191740036010742,9.31708812713623,9.967283248901367,10.988649368286133,2022-03-13,3.625,4.783333333333333,7.316666666666667,8.281818181818183,test
2022-03-21,8.882628440856934,9.830490112304688,10.461355209350586,11.135343551635742,2022-03-20,4.666666666666667,6.233333333333333,7.816666666666666,10.466666666666667,test
2022-03-28,8.659685134887695,9.861988067626953,10.281632423400879,11.538656234741211,2022-03-27,7.816666666666666,8.281818181818183,10.399999999999999,12.6,test
2022-04-01,8.9901704788208,10.021976470947266,10.922636985778809,11.684371948242188,2022-03-31,8.166666666666668,10.133333333333333,10.636363636363637,13.6,test
2022-04-07,12.719730377197266,12.784656524658203,12.975519180297852,13.934149742126465,2022-04-06,8.166666666666668,10.133333333333333,11.375,14.674999999999999,test
2022-04-14,11.09029769897461,12.134099960327148,12.840723037719727,14.254374504089355,2022-04-13,8.166666666666668,10.133333333333333,11.575000000000001,14.191666666666665,test
2022-04-21,13.08466911315918,13.782853126525879,14.120418548583984,14.862149238586426,2022-04-20,10.525,11.375,13.5,14.700000000000001,test
2022-04-28,14.613832473754883,14.72402286529541,14.9135160446167,15.961752891540527,2022-04-27,11.375,12.591666666666663,14.041666666666664,15.358333333333333,test
2022-05-01,15.159893035888672,15.27000617980957,15.706323623657227,16.284950256347656,2022-04-30,11.575000000000001,13.024999999999999,14.191666666666665,15.68333333333333,test
2022-05-07,16.11603355407715,16.144880294799805,16.305171966552734,17.035890579223633,2022-05-06,11.575000000000001,13.024999999999999,14.191666666666665,16.44166666666667,test
2022-05-14,14.608316421508789,15.666516304016113,16.245054244995117,17.773326873779297,2022-05-13,14.041666666666666,14.449999999999998,16.175,17.766666666666666,test
2022-05-21,15.313234329223633,16.601505279541016,17.487504959106445,18.308853149414062,2022-05-20,15.025,16.44166666666667,17.108333333333338,18.816666666666666,test
2022-05-28,17.28441619873047,17.907535552978516,18.095073699951172,19.14803695678711,2022-05-27,16.44166666666667,16.941666666666666,18.224999999999998,19.325000000000003,test
2022-06-01,17.960065841674805,18.3839111328125,18.787647247314453,19.620651245117188,2022-05-31,16.44166666666667,16.941666666666666,18.75,20.291666666666664,test
2022-06-07,18.741300582885742,18.99892807006836,19.35521697998047,20.164085388183594,2022-06-06,18.125,18.75,19.650000000000002,20.6,test
2022-06-14,20.04654312133789,20.084306716918945,20.346860885620117,20.9932804107666,2022-06-13,18.75,19.325000000000003,20.3,20.675,test
2022-06-21,20.214080810546875,20.70707130432129,21.010704040527344,21.847455978393555,2022-06-20,18.75,19.966666666666665,20.591666666666665,20.95,test
2022-06-28,20.994930267333984,21.446208953857422,21.933774948120117,22.49978256225586,2022-06-27,18.75,19.966666666666665,20.375,21.016666666666666,test
2022-07-01,20.13071632385254,21.219451904296875,21.612768173217773,22.418872833251953,2022-06-30,18.8,20.054545454545455,20.675,21.791666666666668,test
